project_id,project_name,project_type,country,state,district,land_area,land_type,land_price_per_acre,number_of_owners,compensation_status,compensation_percentage,legal_disputes,land_possession_status,land_possession_percentage,rehabilitation_status,rehabilitation_percentage,risk_score,delay_probability,risk_category,latitude,longitude
LAP-0723,Bharat Solar Park Project 723,Solar Park,India,Bihar,Gaya,36.61,Agricultural,2500000.00,57,Not Started,29.31,12,Partially Possessed,36.28,Not Started,24.29,100.00,0.83,High,24.756978,84.983845
LAP-0724,National Transmission Line Project 724,Transmission Line,India,Gujarat,Surat,126.53,Barren,2500000.00,216,In Progress,92.51,0,Possessed,100.00,In Progress,84.43,17.86,0.34,Low,21.127499,72.806641
LAP-0725,River Logistics Park Project 725,Logistics Park,India,Uttar Pradesh,Gautam Buddha Nagar,69.72,Industrial,2500000.00,114,In Progress,72.71,2,Partially Possessed,70.03,In Progress,78.52,44.17,0.43,Medium,28.504054,77.294044
LAP-0726,Frontier Airport Expansion Project 726,Airport Expansion,India,Tamil Nadu,Coimbatore,723.06,Commercial,2500000.00,1193,In Progress,76.05,2,Partially Possessed,60.80,In Progress,64.79,47.11,0.55,Medium,10.881106,77.044365
LAP-0727,Samriddhi Solar Park Project 727,Solar Park,India,Karnataka,Belagavi,125.75,Agricultural,2500000.00,215,In Progress,89.78,3,Partially Possessed,66.83,Completed,96.15,21.87,0.20,Low,15.878477,74.482374
LAP-0728,Regional Industrial Corridor Project 728,Industrial Corridor,India,Gujarat,Surat,121.71,Industrial,2500000.00,217,In Progress,83.46,2,Partially Possessed,83.35,In Progress,90.75,31.41,0.14,Medium,21.189570,72.934164
LAP-0729,Coastal Irrigation Canal Project 729,Irrigation Canal,India,Rajasthan,Kota,729.30,Agricultural,2500000.00,1255,In Progress,84.43,4,Partially Possessed,68.46,In Progress,73.97,41.74,0.35,Medium,25.211316,75.703403
LAP-0730,Eastern Transmission Line Project 730,Transmission Line,India,Madhya Pradesh,Indore,261.23,Barren,2500000.00,435,In Progress,51.71,5,Partially Possessed,62.65,In Progress,81.54,46.49,0.51,Medium,22.652583,75.661254
LAP-0731,Samriddhi Airport Expansion Project 731,Airport Expansion,India,Maharashtra,Nagpur,718.79,Commercial,2500000.00,1178,In Progress,71.83,6,Partially Possessed,79.56,In Progress,57.09,65.11,0.65,High,21.186440,79.055996
LAP-0732,Frontier Logistics Park Project 732,Logistics Park,India,Bihar,Muzaffarpur,212.78,Industrial,2500000.00,340,In Progress,64.83,6,Partially Possessed,79.72,In Progress,56.04,61.24,0.55,High,26.366383,85.418106
LAP-0733,National Irrigation Canal Project 733,Irrigation Canal,India,Telangana,Warangal,157.02,Agricultural,2500000.00,271,In Progress,46.23,5,Partially Possessed,37.18,In Progress,58.82,66.08,0.63,High,18.055805,79.619445
LAP-0734,Eastern Industrial Corridor Project 734,Industrial Corridor,India,Telangana,Nalgonda,107.58,Industrial,2500000.00,204,In Progress,85.34,1,Partially Possessed,88.00,Completed,100.00,24.28,0.20,Low,17.207161,79.428246
LAP-0735,National Railway Corridor Project 735,Railway Corridor,India,Karnataka,Bengaluru Urban,89.13,Residential,2500000.00,128,In Progress,48.20,6,Partially Possessed,64.22,In Progress,39.59,68.17,0.48,High,12.900511,77.436350
LAP-0736,Greenfield Railway Corridor Project 736,Railway Corridor,India,Uttar Pradesh,Gautam Buddha Nagar,55.02,Residential,2500000.00,89,In Progress,59.88,4,Partially Possessed,79.59,In Progress,82.34,52.96,0.61,Medium,28.585533,77.345664
LAP-0737,Regional Railway Corridor Project 737,Railway Corridor,India,Maharashtra,Nashik,94.74,Residential,2500000.00,180,In Progress,54.58,9,Partially Possessed,41.31,In Progress,37.26,89.04,0.81,High,20.040042,73.693390
LAP-0738,Greenfield Irrigation Canal Project 738,Irrigation Canal,India,Telangana,Rangareddy,158.99,Agricultural,2500000.00,266,In Progress,73.08,1,Partially Possessed,69.08,In Progress,77.53,25.82,0.39,Low,17.460005,78.684686
LAP-0739,Greenfield Solar Park Project 739,Solar Park,India,Bihar,Muzaffarpur,115.95,Agricultural,2500000.00,188,In Progress,65.99,3,Partially Possessed,49.99,In Progress,60.53,46.28,0.54,Medium,26.303677,85.419962
LAP-0740,Samriddhi Logistics Park Project 740,Logistics Park,India,Gujarat,Ahmedabad,122.99,Industrial,2500000.00,189,In Progress,70.85,3,Partially Possessed,48.70,In Progress,70.78,45.03,0.44,Medium,22.824827,72.516320
LAP-0741,National Irrigation Canal Project 741,Irrigation Canal,India,Uttar Pradesh,Lucknow,178.89,Agricultural,2500000.00,304,In Progress,73.57,2,Partially Possessed,73.17,Completed,100.00,31.09,0.36,Medium,26.881609,80.925865
LAP-0742,Frontier Irrigation Canal Project 742,Irrigation Canal,India,Uttar Pradesh,Lucknow,281.89,Agricultural,2500000.00,487,In Progress,93.60,0,Partially Possessed,90.93,In Progress,94.34,12.06,0.18,Low,26.832214,80.880983
LAP-0743,Greenfield Logistics Park Project 743,Logistics Park,India,Maharashtra,Nashik,763.33,Industrial,2500000.00,1339,In Progress,74.84,1,Partially Possessed,83.62,In Progress,80.80,31.12,0.30,Medium,20.029288,73.703166
LAP-0744,Eastern Solar Park Project 744,Solar Park,India,Rajasthan,Jaipur,132.27,Agricultural,2500000.00,250,In Progress,58.10,4,Partially Possessed,59.17,In Progress,51.98,44.88,0.50,Medium,26.928906,75.914935
LAP-0745,Deccan Irrigation Canal Project 745,Irrigation Canal,India,Telangana,Warangal,71.31,Agricultural,2500000.00,124,In Progress,54.14,4,Partially Possessed,63.10,In Progress,59.68,48.12,0.40,Medium,17.718448,79.682603
LAP-0746,Coastal Railway Corridor Project 746,Railway Corridor,India,Telangana,Nalgonda,158.93,Residential,2500000.00,263,Not Started,29.54,14,Not Possessed,21.16,In Progress,43.01,100.00,0.97,High,17.017336,79.232074
LAP-0747,Coastal National Highway Project 747,National Highway,India,Madhya Pradesh,Bhopal,367.75,Agricultural,2500000.00,639,Not Started,32.10,3,Partially Possessed,36.36,In Progress,37.74,71.48,0.65,High,23.189076,77.368025
LAP-0748,Greenfield Railway Corridor Project 748,Railway Corridor,India,Tamil Nadu,Coimbatore,209.21,Residential,2500000.00,376,In Progress,38.10,5,Partially Possessed,52.72,In Progress,51.49,64.04,0.61,High,10.849748,76.862923
LAP-0749,Coastal Metro Rail Project 749,Metro Rail,India,Uttar Pradesh,Gautam Buddha Nagar,182.73,Residential,2500000.00,317,Completed,100.00,1,Partially Possessed,87.53,In Progress,69.31,36.33,0.37,Medium,28.492678,77.450418
LAP-0750,Coastal Industrial Corridor Project 750,Industrial Corridor,India,Madhya Pradesh,Bhopal,123.61,Industrial,2500000.00,195,In Progress,84.27,2,Partially Possessed,81.34,In Progress,66.90,40.82,0.38,Medium,23.129883,77.240742
LAP-9001,Pune Riverfront Transit Link,Logistics Park,India,Maharashtra,Pune,96.40,Industrial,2500000.00,185,In Progress,71.00,2,Partially Possessed,68.00,In Progress,74.00,42.83,0.43,Medium,18.520400,73.856700
